"","indicator","group","state","subgroup","phase","time_period","time_period_label","time_period_start_date","time_period_end_date","value","lowci","highci","confidence_interval","quartile_range"
"904","Symptoms of Depressive Disorder","By State","Utah","Utah","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","22.3","19.2","25.6","19.2 - 25.6","21.5-24.3"
"905","Symptoms of Depressive Disorder","By State","Vermont","Vermont","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","23.5","18","29.8","18.0 - 29.8","21.5-24.3"
"906","Symptoms of Depressive Disorder","By State","Virginia","Virginia","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","21.4","18.1","25","18.1 - 25.0","17.0-21.4"
"907","Symptoms of Depressive Disorder","By State","Washington","Washington","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","27.1","23.1","31.3","23.1 - 31.3","26.9-31.8"
"908","Symptoms of Depressive Disorder","By State","West Virginia","West Virginia","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","26.2","21.5","31.3","21.5 - 31.3","24.4-26.8"
"909","Symptoms of Depressive Disorder","By State","Wisconsin","Wisconsin","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","17.7","15","20.7","15.0 - 20.7","17.0-21.4"
"910","Symptoms of Depressive Disorder","By State","Wyoming","Wyoming","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","25.2","19.5","31.7","19.5 - 31.7","24.4-26.8"
"911","Symptoms of Anxiety Disorder","National Estimate","United States","United States","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","30.6","30","31.2","30.0 - 31.2",NA
"912","Symptoms of Anxiety Disorder","By Age","United States","18 - 29 years","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","42.2","40.5","43.9","40.5 - 43.9",NA
"913","Symptoms of Anxiety Disorder","By Age","United States","30 - 39 years","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","35.8","34.5","37.2","34.5 - 37.2",NA
"914","Symptoms of Anxiety Disorder","By Age","United States","40 - 49 years","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","32.1","30.6","33.6","30.6 - 33.6",NA
"915","Symptoms of Anxiety Disorder","By Age","United States","50 - 59 years","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","29.3","27.8","30.9","27.8 - 30.9",NA
"916","Symptoms of Anxiety Disorder","By Age","United States","60 - 69 years","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","23","21.6","24.4","21.6 - 24.4",NA
"917","Symptoms of Anxiety Disorder","By Age","United States","70 - 79 years","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","18.2","15.9","20.7","15.9 - 20.7",NA
"918","Symptoms of Anxiety Disorder","By Age","United States","80 years and above","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","13.3","9.6","17.8","9.6 - 17.8",NA
"919","Symptoms of Anxiety Disorder","By Sex","United States","Male","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","26","25.1","26.8","25.1 - 26.8",NA
"920","Symptoms of Anxiety Disorder","By Sex","United States","Female","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","35","34.3","35.8","34.3 - 35.8",NA
"921","Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","32.1","30.1","34.1","30.1 - 34.1",NA
"922","Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic White, single race","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","29","28.2","29.8","28.2 - 29.8",NA
"923","Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Black, single race","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","33.8","31.6","36.2","31.6 - 36.2",NA
"924","Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","28.4","25.3","31.7","25.3 - 31.7",NA
"925","Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","44.6","40.8","48.4","40.8 - 48.4",NA
"926","Symptoms of Anxiety Disorder","By Education","United States","Less than a high school diploma","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","37.8","34.2","41.5","34.2 - 41.5",NA
"927","Symptoms of Anxiety Disorder","By Education","United States","High school diploma or GED","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","31.4","29.8","32.9","29.8 - 32.9",NA
"928","Symptoms of Anxiety Disorder","By Education","United States","Some college/Associate's degree","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","32.8","31.7","33.9","31.7 - 33.9",NA
"929","Symptoms of Anxiety Disorder","By Education","United States","Bachelor's degree or higher","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","25.9","25.1","26.8","25.1 - 26.8",NA
"930","Symptoms of Anxiety Disorder","By State","Alabama","Alabama","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","31.6","27.2","36.3","27.2 - 36.3","29.7-31.7"
"931","Symptoms of Anxiety Disorder","By State","Alaska","Alaska","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","26.1","21.6","31","21.6 - 31.0","18.4-26.7"
"932","Symptoms of Anxiety Disorder","By State","Arizona","Arizona","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","27.9","24.9","31.1","24.9 - 31.1","26.8-29.6"
"933","Symptoms of Anxiety Disorder","By State","Arkansas","Arkansas","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","35.3","30.9","39.9","30.9 - 39.9","31.8-37.1"
"934","Symptoms of Anxiety Disorder","By State","California","California","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","33.8","31.5","36.2","31.5 - 36.2","31.8-37.1"
"935","Symptoms of Anxiety Disorder","By State","Colorado","Colorado","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","29.4","26","33","26.0 - 33.0","26.8-29.6"
"936","Symptoms of Anxiety Disorder","By State","Connecticut","Connecticut","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","26.7","23.4","30.2","23.4 - 30.2","18.4-26.7"
"937","Symptoms of Anxiety Disorder","By State","Delaware","Delaware","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","26.2","21.9","30.9","21.9 - 30.9","18.4-26.7"
"938","Symptoms of Anxiety Disorder","By State","District of Columbia","District of Columbia","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","28.2","23.7","33","23.7 - 33.0","26.8-29.6"
"939","Symptoms of Anxiety Disorder","By State","Florida","Florida","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","33.8","30.3","37.5","30.3 - 37.5","31.8-37.1"
"940","Symptoms of Anxiety Disorder","By State","Georgia","Georgia","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","31.7","27.8","35.8","27.8 - 35.8","29.7-31.7"
"941","Symptoms of Anxiety Disorder","By State","Hawaii","Hawaii","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","20.7","17.1","24.7","17.1 - 24.7","18.4-26.7"
"942","Symptoms of Anxiety Disorder","By State","Idaho","Idaho","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","28.3","23.6","33.4","23.6 - 33.4","26.8-29.6"
"943","Symptoms of Anxiety Disorder","By State","Illinois","Illinois","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","31.3","27.9","34.8","27.9 - 34.8","29.7-31.7"
"944","Symptoms of Anxiety Disorder","By State","Indiana","Indiana","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","31.5","27.6","35.6","27.6 - 35.6","29.7-31.7"
"945","Symptoms of Anxiety Disorder","By State","Iowa","Iowa","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","27.8","23.9","32.1","23.9 - 32.1","26.8-29.6"
"946","Symptoms of Anxiety Disorder","By State","Kansas","Kansas","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","28.3","24.5","32.2","24.5 - 32.2","26.8-29.6"
"947","Symptoms of Anxiety Disorder","By State","Kentucky","Kentucky","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","33.3","29.8","36.9","29.8 - 36.9","31.8-37.1"
"948","Symptoms of Anxiety Disorder","By State","Louisiana","Louisiana","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","31","26.9","35.4","26.9 - 35.4","29.7-31.7"
"949","Symptoms of Anxiety Disorder","By State","Maine","Maine","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","25.2","21.1","29.6","21.1 - 29.6","18.4-26.7"
"950","Symptoms of Anxiety Disorder","By State","Maryland","Maryland","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","26.1","22.7","29.6","22.7 - 29.6","18.4-26.7"
"951","Symptoms of Anxiety Disorder","By State","Massachusetts","Massachusetts","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","26.7","23.7","29.8","23.7 - 29.8","18.4-26.7"
"952","Symptoms of Anxiety Disorder","By State","Michigan","Michigan","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","29","26.1","32","26.1 - 32.0","26.8-29.6"
"953","Symptoms of Anxiety Disorder","By State","Minnesota","Minnesota","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","27.5","24.4","30.8","24.4 - 30.8","26.8-29.6"
"954","Symptoms of Anxiety Disorder","By State","Mississippi","Mississippi","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","33.8","29.7","38.1","29.7 - 38.1","31.8-37.1"
"955","Symptoms of Anxiety Disorder","By State","Missouri","Missouri","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","30.1","26.5","33.8","26.5 - 33.8","29.7-31.7"
"956","Symptoms of Anxiety Disorder","By State","Montana","Montana","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","22.6","18.7","27","18.7 - 27.0","18.4-26.7"
"957","Symptoms of Anxiety Disorder","By State","Nebraska","Nebraska","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","22.2","19.1","25.6","19.1 - 25.6","18.4-26.7"
"958","Symptoms of Anxiety Disorder","By State","Nevada","Nevada","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","30.3","26.5","34.4","26.5 - 34.4","29.7-31.7"
"959","Symptoms of Anxiety Disorder","By State","New Hampshire","New Hampshire","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","26.7","22.8","30.9","22.8 - 30.9","18.4-26.7"
"960","Symptoms of Anxiety Disorder","By State","New Jersey","New Jersey","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","31.8","28.3","35.5","28.3 - 35.5","31.8-37.1"
"961","Symptoms of Anxiety Disorder","By State","New Mexico","New Mexico","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","37.1","32.1","42.3","32.1 - 42.3","31.8-37.1"
"962","Symptoms of Anxiety Disorder","By State","New York","New York","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","29.8","26.4","33.4","26.4 - 33.4","29.7-31.7"
"963","Symptoms of Anxiety Disorder","By State","North Carolina","North Carolina","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","29.6","26.1","33.3","26.1 - 33.3","26.8-29.6"
"964","Symptoms of Anxiety Disorder","By State","North Dakota","North Dakota","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","18.4","15","22.2","15.0 - 22.2","18.4-26.7"
"965","Symptoms of Anxiety Disorder","By State","Ohio","Ohio","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","29.6","25.4","34.1","25.4 - 34.1","26.8-29.6"
"966","Symptoms of Anxiety Disorder","By State","Oklahoma","Oklahoma","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","31.7","28.1","35.6","28.1 - 35.6","29.7-31.7"
"967","Symptoms of Anxiety Disorder","By State","Oregon","Oregon","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","35.3","31.5","39.2","31.5 - 39.2","31.8-37.1"
"968","Symptoms of Anxiety Disorder","By State","Pennsylvania","Pennsylvania","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","31.4","27","36","27.0 - 36.0","29.7-31.7"
"969","Symptoms of Anxiety Disorder","By State","Rhode Island","Rhode Island","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","30.8","25.6","36.5","25.6 - 36.5","29.7-31.7"
"970","Symptoms of Anxiety Disorder","By State","South Carolina","South Carolina","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","29.2","24.4","34.4","24.4 - 34.4","26.8-29.6"
"971","Symptoms of Anxiety Disorder","By State","South Dakota","South Dakota","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","26.3","21.8","31.1","21.8 - 31.1","18.4-26.7"
"972","Symptoms of Anxiety Disorder","By State","Tennessee","Tennessee","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","30.4","26.4","34.6","26.4 - 34.6","29.7-31.7"
"973","Symptoms of Anxiety Disorder","By State","Texas","Texas","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","31.1","27.7","34.6","27.7 - 34.6","29.7-31.7"
"974","Symptoms of Anxiety Disorder","By State","Utah","Utah","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","29.7","26.7","32.8","26.7 - 32.8","29.7-31.7"
"975","Symptoms of Anxiety Disorder","By State","Vermont","Vermont","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","31.8","25.5","38.6","25.5 - 38.6","31.8-37.1"
"976","Symptoms of Anxiety Disorder","By State","Virginia","Virginia","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","28.3","25","31.7","25.0 - 31.7","26.8-29.6"
"977","Symptoms of Anxiety Disorder","By State","Washington","Washington","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","31.7","28.1","35.5","28.1 - 35.5","29.7-31.7"
"978","Symptoms of Anxiety Disorder","By State","West Virginia","West Virginia","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","33.6","28","39.5","28.0 - 39.5","31.8-37.1"
"979","Symptoms of Anxiety Disorder","By State","Wisconsin","Wisconsin","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","22.7","19.3","26.3","19.3 - 26.3","18.4-26.7"
"980","Symptoms of Anxiety Disorder","By State","Wyoming","Wyoming","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","25.3","21.2","29.7","21.2 - 29.7","18.4-26.7"
"981","Symptoms of Anxiety Disorder or Depressive Disorder","National Estimate","United States","United States","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","35.5","34.8","36.1","34.8 - 36.1",NA
"982","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","18 - 29 years","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","49.3","47.4","51.2","47.4 - 51.2",NA
"983","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","30 - 39 years","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","40.6","39.2","42","39.2 - 42.0",NA
"984","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","40 - 49 years","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","36.9","35.3","38.6","35.3 - 38.6",NA
"985","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","50 - 59 years","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","33.6","31.9","35.4","31.9 - 35.4",NA
"986","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","60 - 69 years","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","27","25.6","28.5","25.6 - 28.5",NA
"987","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","70 - 79 years","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","21.7","19.3","24.2","19.3 - 24.2",NA
"988","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","80 years and above","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","19.2","14.7","24.4","14.7 - 24.4",NA
"989","Symptoms of Anxiety Disorder or Depressive Disorder","By Sex","United States","Male","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","31.1","30.2","32.1","30.2 - 32.1",NA
"990","Symptoms of Anxiety Disorder or Depressive Disorder","By Sex","United States","Female","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","39.6","38.9","40.3","38.9 - 40.3",NA
"991","Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","38.3","36.2","40.4","36.2 - 40.4",NA
"992","Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic White, single race","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","33.1","32.3","33.9","32.3 - 33.9",NA
